strategy,experiment_id,prompt_uid,prompt_id,case_id,level,noise_label,noise_text,stair_width_cm,landing_depth_cm,wheelchair_width_cm,wheelchair_length_cm,turn_radius_cm,clearance_margin_cm,criticality,reference_judgment,prompt
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L1_material_color,C014_L1_material_color,C014,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L1_ambient_noise,C014_L1_ambient_noise,C014,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L1_lighting,C014_L1_lighting,C014,L1,lighting,灯光偏暗，但地面干燥，没有积水。,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L1_emotional_pressure,C014_L1_emotional_pressure,C014,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L2_none,C014_L2_none,C014,L2,none,,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 102cm，平台进深 112cm，轮椅宽 70cm，轮椅长 120cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L2_material_color,C014_L2_material_color,C014,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 102cm，平台进深 112cm，轮椅宽 70cm，轮椅长 120cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L2_ambient_noise,C014_L2_ambient_noise,C014,L2,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 102cm，平台进深 112cm，轮椅宽 70cm，轮椅长 120cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L2_lighting,C014_L2_lighting,C014,L2,lighting,灯光偏暗，但地面干燥，没有积水。,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 102cm，平台进深 112cm，轮椅宽 70cm，轮椅长 120cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L2_emotional_pressure,C014_L2_emotional_pressure,C014,L2,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,102,112,70,120,102,10,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 102cm，平台进深 112cm，轮椅宽 70cm，轮椅长 120cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L3_none,C014_L3_none,C014,L3,none,,102,112,70,120,102,10,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=102cm，平台有效进深 D=112cm。轮椅近似为 120cm x 70cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L3_material_color,C014_L3_material_color,C014,L3,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,102,112,70,120,102,10,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=102cm，平台有效进深 D=112cm。轮椅近似为 120cm x 70cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L3_ambient_noise,C014_L3_ambient_noise,C014,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,102,112,70,120,102,10,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=102cm，平台有效进深 D=112cm。轮椅近似为 120cm x 70cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L3_lighting,C014_L3_lighting,C014,L3,lighting,灯光偏暗，但地面干燥，没有积水。,102,112,70,120,102,10,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=102cm，平台有效进深 D=112cm。轮椅近似为 120cm x 70cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C014_L3_emotional_pressure,C014_L3_emotional_pressure,C014,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,102,112,70,120,102,10,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=102cm，平台有效进深 D=112cm。轮椅近似为 120cm x 70cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L1_none,C015_L1_none,C015,L1,none,,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L1_material_color,C015_L1_material_color,C015,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L1_ambient_noise,C015_L1_ambient_noise,C015,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L1_lighting,C015_L1_lighting,C015,L1,lighting,灯光偏暗，但地面干燥，没有积水。,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L1_emotional_pressure,C015_L1_emotional_pressure,C015,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L2_none,C015_L2_none,C015,L2,none,,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 86cm，平台进深 100cm，轮椅宽 74cm，轮椅长 115cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L2_material_color,C015_L2_material_color,C015,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 86cm，平台进深 100cm，轮椅宽 74cm，轮椅长 115cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L2_ambient_noise,C015_L2_ambient_noise,C015,L2,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 86cm，平台进深 100cm，轮椅宽 74cm，轮椅长 115cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L2_lighting,C015_L2_lighting,C015,L2,lighting,灯光偏暗，但地面干燥，没有积水。,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 86cm，平台进深 100cm，轮椅宽 74cm，轮椅长 115cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L2_emotional_pressure,C015_L2_emotional_pressure,C015,L2,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,86,100,74,115,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 86cm，平台进深 100cm，轮椅宽 74cm，轮椅长 115cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L3_none,C015_L3_none,C015,L3,none,,86,100,74,115,86,12,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=86cm，平台有效进深 D=100cm。轮椅近似为 115cm x 74cm 的矩形刚体，保守旋转包络半径 R=86cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L3_material_color,C015_L3_material_color,C015,L3,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,86,100,74,115,86,12,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=86cm，平台有效进深 D=100cm。轮椅近似为 115cm x 74cm 的矩形刚体，保守旋转包络半径 R=86cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L3_ambient_noise,C015_L3_ambient_noise,C015,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,86,100,74,115,86,12,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=86cm，平台有效进深 D=100cm。轮椅近似为 115cm x 74cm 的矩形刚体，保守旋转包络半径 R=86cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L3_lighting,C015_L3_lighting,C015,L3,lighting,灯光偏暗，但地面干燥，没有积水。,86,100,74,115,86,12,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=86cm，平台有效进深 D=100cm。轮椅近似为 115cm x 74cm 的矩形刚体，保守旋转包络半径 R=86cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C015_L3_emotional_pressure,C015_L3_emotional_pressure,C015,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,86,100,74,115,86,12,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=86cm，平台有效进深 D=100cm。轮椅近似为 115cm x 74cm 的矩形刚体，保守旋转包络半径 R=86cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L1_none,C016_L1_none,C016,L1,none,,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L1_material_color,C016_L1_material_color,C016,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L1_ambient_noise,C016_L1_ambient_noise,C016,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L1_lighting,C016_L1_lighting,C016,L1,lighting,灯光偏暗，但地面干燥，没有积水。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L1_emotional_pressure,C016_L1_emotional_pressure,C016,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L2_none,C016_L2_none,C016,L2,none,,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 98cm，平台进深 88cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L2_material_color,C016_L2_material_color,C016,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 98cm，平台进深 88cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L2_ambient_noise,C016_L2_ambient_noise,C016,L2,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 98cm，平台进深 88cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L2_lighting,C016_L2_lighting,C016,L2,lighting,灯光偏暗，但地面干燥，没有积水。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 98cm，平台进深 88cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L2_emotional_pressure,C016_L2_emotional_pressure,C016,L2,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 98cm，平台进深 88cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L3_none,C016_L3_none,C016,L3,none,,98,88,66,110,102,-14,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=98cm，平台有效进深 D=88cm。轮椅近似为 110cm x 66cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L3_material_color,C016_L3_material_color,C016,L3,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=98cm，平台有效进深 D=88cm。轮椅近似为 110cm x 66cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L3_ambient_noise,C016_L3_ambient_noise,C016,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=98cm，平台有效进深 D=88cm。轮椅近似为 110cm x 66cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L3_lighting,C016_L3_lighting,C016,L3,lighting,灯光偏暗，但地面干燥，没有积水。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=98cm，平台有效进深 D=88cm。轮椅近似为 110cm x 66cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C016_L3_emotional_pressure,C016_L3_emotional_pressure,C016,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,98,88,66,110,102,-14,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=98cm，平台有效进深 D=88cm。轮椅近似为 110cm x 66cm 的矩形刚体，保守旋转包络半径 R=102cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
baseline,wheelchair_turning_multistrategy_v1,baseline__C017_L1_none,C017_L1_none,C017,L1,none,,82,118,70,105,86,12,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
